"","3-5","5-10","10-20","20-30","30-40","20-25","25-33","33-50","50-67","67-100","100-133","133-200","knife","img","match"
"1",0.988343115362305,0.869275891983421,0.731645567719513,0.36782518251633,0.137466462336001,0.303009237049806,0.283562722660547,0.22903714912958,0.135050571230715,0.140379323904117,0.0814919658910953,0.108590246052694,"S01:S01",1,"match"
"2",0.996814704915033,0.927077729226451,0.784907672597893,0.380248507215521,0.113729457923707,0.295520018334235,0.294672019615279,0.203056284494212,0.163930870480831,0.161291689330286,0.076907569594723,0.126689249063895,"S01:S01",2,"match"
"3",0.980117442546067,0.936037304188891,0.788206933805774,0.550069151737682,0.311400890398226,0.576951480564229,0.427859648205741,0.308053887847611,0.148919688220158,0.155993096437544,0.0877371793247983,0.138717453213356,"S01:S01",3,"match"
"4",0.972388993135149,0.93182258374905,0.810406343402243,0.596422848299107,0.356396070578302,0.608361753420535,0.552249039237167,0.31496194207589,0.127142957163758,0.201740097778699,0.121177267231626,0.136780182357037,"S01:S01",4,"match"
"5",0.558806711495634,0.908166861684832,0.812062413730219,0.539034419675724,0.317374607401669,0.596945669802243,0.411228494770969,0.263215670122697,0.112667064668311,0.187164479308754,0.090121691998196,0.125601673582668,"S01:S01",5,"match"
"6",0.882856024635026,0.896210344078157,0.66487202540498,0.364107045623789,0.233454145270652,0.339629316744219,0.317472636677774,0.165662543584614,0.0883928596702224,0.0982893025028461,0.0891339137303451,0.0998216702227651,"S01:S01",6,"match"
"7",0.785031125254944,0.913225527009528,0.701344387822215,0.449024507849578,0.266673733374564,0.428781869884261,0.410081696127844,0.240188346415507,0.213918539703287,0.104646898047381,0.0891101252506661,0.106297685299142,"S02:S02",1,"match"
"8",0.926396738573947,0.862178652437737,0.687217930507504,0.473478620455322,0.267432675827843,0.487825560580365,0.243851773156663,0.318964458329617,0.194627566243833,0.150588717458575,0.0684171045881066,0.0953800687321862,"S02:S02",2,"match"
"9",0.976905181530703,0.930310162624571,0.800641902026456,0.547312745360722,0.388506555305979,0.521531286456339,0.439645062715004,0.374542184150307,0.12072549669942,0.171303387261138,0.084901493774476,0.0883906449141328,"S02:S02",3,"match"
"10",0.811365853151469,0.846971502555585,0.8338341718935,0.594703404730409,0.420978686468504,0.56100931128815,0.564762816066076,0.414485747088632,0.26619304653206,0.191703123310108,0.0847220750653132,0.120463744591152,"S02:S02",4,"match"
"11",0.984382697064349,0.947899637284178,0.854004325122403,0.629092347782706,0.566390975358786,0.635862681533594,0.557447395801935,0.54417509373052,0.285438980102187,0.21528720165652,0.102552634198061,0.13061823762898,"S02:S02",5,"match"
"12",0.82287840147952,0.928081537769052,0.933547206375336,0.7313348656311,0.564982851415992,0.755617146860527,0.637760908005597,0.514293845565721,0.199856200448944,0.251198941328786,0.107946822047028,0.120067270917947,"S02:S02",6,"match"
"13",0.962258076157648,0.953942847894586,0.859234574261604,0.59071797777396,0.393603879841838,0.601416713842742,0.449022622098054,0.443767992254937,0.307823891100701,0.226612919795126,0.081936357997225,0.130828237971828,"S03:S03",1,"match"
"14",0.819906889328948,0.921409328737039,0.863162909611384,0.525602591729541,0.542976895002295,0.493507883184187,0.529858081445605,0.48858611364464,0.289109457906999,0.269119015791308,0.0895771801578527,0.1333773687626,"S03:S03",2,"match"
"15",0.609159219369983,0.973065544222769,0.855192620900055,0.614520813371687,0.503385197706612,0.585310469448111,0.587148727028244,0.440800974336041,0.242801824053074,0.224950744038053,0.119617340028697,0.134483074759036,"S03:S03",3,"match"
"16",0.914368315384282,0.939167075070819,0.745674608605711,0.598185551298179,0.181275341197061,0.640576027083797,0.400172692587821,0.253062857387771,0.217059887202861,0.220870558079157,0.117509572867904,0.126204513901896,"S03:S03",4,"match"
"17",0.914093877553582,0.847316654774213,0.665861034144249,0.482520248706601,0.281412360605174,0.466386070719765,0.412929098778312,0.276838783703885,0.1231214002559,0.168398627872631,0.0791009947420243,0.132205431111413,"S03:S03",5,"match"
"18",0.994621441087253,0.905473621056189,0.679902427667471,0.47353766831095,0.276004618674119,0.419212435260746,0.416256302434238,0.322239744410101,0.185040527356563,0.179678481180023,0.105774434450033,0.143654288107809,"S03:S03",6,"match"
"19",0.976645356609699,0.971785696193763,0.914200307160998,0.71758571343099,0.498235256611496,0.744180331938883,0.615383232064053,0.475159365057991,0.274290583066966,0.231576320694698,0.109915348460157,0.109630238344698,"S04:S04",1,"match"
"20",0.885897620196375,0.846600689347159,0.58705563199869,0.575833108273556,0.347923720343324,0.61862561017907,0.361654772677306,0.355124834049507,0.207651875423216,0.189717905562239,0.106153289146954,0.10520609058967,"S04:S04",2,"match"
"21",0.682603868152801,0.840012492960818,0.622423009472493,0.556998204240234,0.440305647940016,0.592755302662648,0.48176876531552,0.387801580762422,0.206518763549056,0.181655576643831,0.0874215802481168,0.111551493227443,"S04:S04",3,"match"
"22",0.386766445330671,0.496541039676889,0.519467812321114,0.328558015790645,0.254703518376063,0.303512627400981,0.271612258335089,0.266557652966253,0.184430998701148,0.161022152080027,0.0900385272539305,0.108653334067767,"S04:S04",4,"match"
"23",0.462018738303833,0.646145884997959,0.569155014784399,0.394685002801327,0.171316810818453,0.401427956810694,0.22374428960446,0.186530006474502,0.138283454029248,0.130765429158314,0.0658856388572376,0.102105927688648,"S04:S04",5,"match"
"24",0.912525551697507,0.928049670298216,0.529160047644287,0.471940985238569,0.386299846955991,0.467735494584258,0.450133795761983,0.276724194935829,0.154769241411598,0.166732176362742,0.135112020752256,0.150974070304069,"S04:S04",6,"match"
"25",0.915423524486676,0.913101678509871,0.722571273651967,0.440313569839022,0.231778632758365,0.414199096002181,0.349979687967074,0.299990448854967,0.194109088890455,0.17663281825434,0.102338573623934,0.114467776057618,"S05:S05",1,"match"
"26",0.916003743461418,0.827456995075326,0.668631410558816,0.444452379212191,0.159960064433584,0.416682913637811,0.250093557459963,0.313670865753012,0.188492159333137,0.186364415061775,0.0939703636073326,0.131354354603794,"S05:S05",2,"match"
